Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",Rice University,Advanced,4.8,https://www.coursera.org/learn/natural-attenuation-of-groundwater-contaminants,Cleaning up the large number of groundwater contamination sites is a significant and complex environmental challenge.,bioremediation  process  Geology  Chemical Engineering  water supply  flow network  case study  f.lux  chemistry  groundwater remediation physical-science-and-engineering environmental-science-and-sustainability
Essentials of Entrepreneurship: Thinking & Action,"University of California, Irvine",Conversant,4.5,https://www.coursera.org/learn/entrepreneurial-thinking,Success in business can be greatly enhanced with an understanding of key entrepreneurial characteristics and competencies solutions.,Finance  leadership  Planning  Entrepreneurship  process  Strategy  Leadership and Management  Human Resources  Marketing  Accounting business entrepreneurship
Advanced Algorithms and Complexity,University of California San Diego,Advanced,4.5,https://www.coursera.org/learn/Advanced-algorithms-and-complexity,You've learned the basic algorithms now and are ready to step into the area of more complex problems and algorithms to solve them.,linearity  Computer Programming  dynamic programming  np-completeness  Polynomial  maximum flow problem  linear programming  linear inequality  flow network  Algorithms computer-science algorithms
Reproducible Templates for Analysis and Dissemination,Emory University,Advanced,4.7,https://www.coursera.org/learn/reproducible-templates-analysis,"This course will assist you with recreating work that a previous coworker completed, revisiting a project you abandoned some time ago, or simply reproducing a document with a consistent format and workflow.",syntax  github  probability density function  Booking  yaml  rstudio  surround sound  documents  html  ordered pair data-science data-analysis
Introduction to Faecal Sludge Management,cole Polytechnique Fdrale de Lausanne,Intermediate,4.8,https://www.coursera.org/learn/faecalsludge,Do you want learn how to apply concepts of sustainable faecal sludge management (FSM) on a city-wide scale? This course  starts with an overview of what faecal sludge is and an introduces you to the engineering fundamentals and required information for the design and selection of technologies.,Engineering Design  sewage  Innovation  Transporting  Leadership and Management  engineering management  sustainability  Urban Planning  Planning  Civil Engineering physical-science-and-engineering environmental-science-and-sustainability
Teach English Now! Lesson Design and Assessment,Arizona State University,Beginner,4.9,https://www.coursera.org/learn/lesson-design,"Learners will be introduced to designing lesson plans based on principles and knowledge of learning objectives, assessment plans, methods, materials, and learning activities.",Receiving  lesson plan  english language  Planning  Human Learning  analysis  teaching  language  resource  education social-sciences education
Digital Signal Processing 2: Filtering,cole Polytechnique Fdrale de Lausanne,Advanced,4.6,https://www.coursera.org/learn/dsp2,"Digital Signal Processing is the branch of engineering that, in the space of just a few decades, has enabled unprecedented levels of interpersonal communication and of on-demand entertainment.",digital signal processing  signal processing  decorrelation  electronics  convolution  graphs  frequency domain  stochastic  stochastic processes  relative change and difference physical-science-and-engineering electrical-engineering
Drug Commercialization,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/drug-commercialization,"The University of California San Diego, Skaggs School of Pharmacy and Pharmaceutical Sciences Drug Commercialization course brings you lectures from both faculty and industry experts.",drug development  Marketing  pharmaceutical industry  drug discovery  biotechnology  drugs  clinical pharmacology  pharmaceutical marketing  intellectual property  commercialization life-sciences healthcare-management
Introduction to Public Speaking,University of Washington,Intermediate,4.7,https://www.coursera.org/learn/public-speaking,This course gives you a reliable model for preparing and delivering effective presentations.,Communication  elevator pitch  public speaking  rhetoric  Speech Writing  human voice  confidence  Writing  presentation  speech business business-essentials
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,Advanced,4.8,https://www.coursera.org/learn/entrepreneurship-strategy,This course covers in the chronological order each defining step of an entrepreneurial project.,Sales Strategy  Finance  exit (system call)  Leadership and Management  Business Strategy  exit strategy  leadership  Strategy  Sales  Entrepreneurship business leadership-and-management
AI Workflow: Data Analysis and Hypothesis Testing,IBM,Advanced,4.2,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing,This is the second course in the IBM AI Enterprise Workflow Certification specialization.,Null Hypothesis  Probability Distribution  General Statistics  ordered pair  Matplotlib  Estimation  hypothesis testing  Data Analysis  multiple comparisons  statistical hypothesis testing data-science machine-learning
Medical Diagnosis using Support Vector Machines,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/medical-diagnosis-support-vector-machines,"In this one hour long project-based course, you will learn the basics of support vector machines using Python and scikit-learn.",modeling  evaluation  measurement  Support Vector Machine  Python Programming  Scikit-Learn  project  Accuracy And Precision  Training  Machine Learning data-science machine-learning
Bioinformatics Capstone: Big Data in Biology,University of California San Diego,Advanced,4.4,https://www.coursera.org/learn/bioinformatics-project,"In this course, you will learn how to use the BaseSpace cloud platform developed by Illumina (our industry partner) to apply several standard bioinformatics software approaches to real biological data.",gene expression  foodborne illnesses  foodborne illness  genetics  gene  Bioinformatics  protein  Gene Expression Analysis  biology  dnas life-sciences health-informatics
Guided Tour of Machine Learning in Finance,New York University,Intermediate,3.3,https://www.coursera.org/learn/guided-tour-machine-learning-finance,This course aims at providing an introductory and broad overview of the field of ML with the focus on applications on Finance.,Algorithms  Tensorflow  Machine Learning  probabilistic models  Regression  Reinforcement Learning  Human Learning  ordered pair  Finance  Artificial Neural Networks data-science machine-learning
Bonds and Fixed Income Mathematics,Coursera Project Network,Advanced,4.3,https://www.coursera.org/learn/bonds-fixed-income-mathematics,"In this 1-hour long project-based course, you will learn how to ?alculate current yield and current price of a bond, calculate Yield to Maturity of a bond, and calculate Macaulay Duration of a bond.",current yield  fixed income  Finance  Machine Learning  project  maturity (finance)  Data Analysis  Mathematics  income  fixed income securities business finance
Foundations of Health Equity Research,Johns Hopkins University,Conversant,4.8,https://www.coursera.org/learn/health-equity-research,Introduces students to the core principles of health equity research.,social determinants of health  health care  bias  Social Media Platforms  Social Media  securities research  health system  health equity  determinants of health  social epidemiology life-sciences public-health
Cognitive Solutions and RPA Analytics,Automation Anywhere,Beginner,5,https://www.coursera.org/learn/cognitive-solutions-rpa-analytics,Millions of companies in the world today are processing endless documents in various formats.,business analytics  it operations analytics  ordered pair  mobile app  user interface  checkbox  analytics  extract  application programming interfaces  jpeg information-technology data-management
Mobile VR App Development with Unity,Unity,Advanced,2.9,https://www.coursera.org/learn/mobile-vr-app-development-unity,"""The virtual reality and augmented reality industries are growing by leaps and bounds  but finding workers with the right skills can be a challenge.",graphical user interface  recursively enumerable set  augmented reality  tracking system  Human Computer Interaction  direct manipulation interface  user control  Virtual Reality  head-mounted displays  interfaces computer-science mobile-and-web-development
The Ancient Greeks,Wesleyan University,Beginner,4.7,https://www.coursera.org/learn/ancient-greeks,This is a survey of ancient Greek history from the Bronze Age to the death of Socrates in 399 BCE.,flourishing  ancient greece  greek mythology  Culture  war  Art History  reason  art  mythology  history arts-and-humanities history
Leverage Google Finance Functions in Google Sheets,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/google-finance-functions-google-sheets,"In this 1-hour long project-based course, you will learn how to extract stock price and financial information, mutual funds performance information, and create Forex and stock sparklines using Google Finance.",leverage (finance)  Chi-Squared Distribution  Studentized Residual  project  stock  investment banking  Finance  extract  net profit  financial markets business finance
Content Strategy for Professionals: Managing Content,Northwestern University,Advanced,4.5,https://www.coursera.org/learn/content-management-strategy,"In the second course of the Content Strategy Specialization - ""Managing Content"" - you will dive deeper into Content Strategy by learning some great options for managing your important content once it's been created.",content creation  Strategy  content marketing  content strategy  blogging  content management system  multimedia  consumer behaviour  copywriting  Communication business marketing
"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Rice University,Beginner,4.7,https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application,The ability to understand and apply Business Statistics is becoming increasingly important in the industry.,probability  Poisson Distribution  Binomial Distribution  Normal Distribution  analysis  Studentized Residual  Statistical Analysis  General Statistics  Chi-Squared Distribution  Microsoft Excel data-science data-analysis
The Politics of Skepticism,Erasmus University Rotterdam,Intermediate,4.6,https://www.coursera.org/learn/erasmus-philosophy-skepticism,"This is a course about the history of Skepticism from the ancient Greeks to today, with special attention to the political ramifications of questioning man's ability to know the world and himself with any certainty.",religion  intimate relationships  intimate relationship  dialogue  principle  skepticism  prejudices  deliberation  philosophy  prejudice arts-and-humanities philosophy
Learn to Speak Korean 1,Yonsei University,Beginner,4.9,https://www.coursera.org/learn/learn-speak-korean1,"Welcome to Learn to Speak Korean 1!   This course is for beginner students who are familiar with the Korean alphabet, Hangeul.",Communication  Human Learning  korean language  listening  speech  public speaking  Culture  language  Writing  grammar language-learning other-languages
Cultural intelligence: Become a global citizen,Macquarie University,Advanced,4.7,https://www.coursera.org/learn/cultural-intelligence,"We now live in a truly global, interconnected world in which every manager requires a high level of cultural intelligence.",Communication  interact  cultural capital  strategic thinking  global  employment  cultural intelligence  Culture  Average  leadership business leadership-and-management
Strategic Career Self-Management,The State University of New York,Beginner,4.5,https://www.coursera.org/learn/strategic-career-self-management,According to the U.,Leadership and Management  self-awareness  personal advertisement  competitiveness  self-discovery  career  competence (human resources)  employment  career development  brand personal-development personal-development
The Technology of Music Production,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/technology-of-music-production,"Learn about the music production processincluding recording, editing, and mixingand the tools available to you to create contemporary music on your computer.",Audio Production  sound  guitar  electronic music  electronics  music  Audio Editing  microphone  Sound Design  ableton arts-and-humanities music-and-art
The Technology of Music Production,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/technology-of-music-production,"Learn about the music production processincluding recording, editing, and mixingand the tools available to you to create contemporary music on your computer.",Audio Production  sound  guitar  electronic music  electronics  music  Audio Editing  microphone  Sound Design  ableton arts-and-humanities music-and-art
Storytelling and influencing: Communicate with impact,Macquarie University,Advanced,4.8,https://www.coursera.org/learn/communicate-with-impact,An ambitious vision for the future of your organisation isnt enough  how do you communicate this vision to get your colleagues on board? The ability to effectively communicate and persuade others is a key leadership skill.,human voice  Communication  persuasion  rapport  Storytelling  speech  presentation  motivation  Influencing  public speaking business leadership-and-management
Math behind Moneyball,University of Houston,Advanced,4.2,https://www.coursera.org/learn/mathematics-sport,"Learn how probability, math, and statistics can be used to help baseball, football and basketball teams improve, player and lineup selection as well as in game strategy.",Regression  sports  regression toward the mean  Factorial  Microsoft Excel  Standard Deviation  Mathematics  augmented assignment  simulation  sports analytics data-science data-analysis
Web Connectivity and Security in Embedded Systems,EIT Digital,Advanced,4.5,https://www.coursera.org/learn/iot-connectivity-security,"Welcome to Web Connectivity and Security in Cyber Physical Systems!  In this course, we will explore several technologies that bring modern devices together, facilitating a network of connected things and making devices internet enabled.",attack model  cryptographic protocol  application layer  web service  web  link layer  wireless security  symmetric-key algorithm  application layer protocols  public-key cryptography computer-science computer-security-and-networks
Public Health in Humanitarian Crises 1,Johns Hopkins University,Intermediate,4.8,https://www.coursera.org/learn/humanitarian-public-health,"This course, Public Health in Humanitarian Crises 1, introduces discussions about the public health approach to problems experienced by people affected by disasters, both natural and related to conflict.",crisis  humanitarian  nutrition  public health  law  disaster  emergency  food security  Leadership and Management  emergency management social-sciences governance-and-society
Best Practices for iOS User Interface Design,"University of California, Irvine",Advanced,4.5,https://www.coursera.org/learn/ui,"You will learn to develop sophisticated user interfaces for iOS, with a focus on user interface design best practices, UI animations, and responsive design.",core data  user interface  recursively enumerable set  flat design  Swift Programming  user interface design  java annotation  interfaces  human interface guidelines  iOS Development computer-science mobile-and-web-development
"Classification Trees in Python, From Start To Finish",Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/classification-trees-in-python,"In this 1-hour long project-based course, you will learn how to build Classification Trees in Python, using a real world dataset that has missing data and categorical data that must be transformed  with One-Hot Encoding.",mathematical optimization  Tensorflow  statistical classification  Random Forest  decision tree  Statistical Analysis  Python Programming  Machine Learning  Scikit-Learn  Categorical Data data-science data-analysis
Sustainability through Soccer: Systems-Thinking in Action,University of Virginia,Beginner,3.5,https://www.coursera.org/learn/sustainability-through-soccer,This course takes learners on a journey through a progression of systems-thinking and sustainability concepts.,Framing  systems thinking  Scaling  materials  ecosystem  wind energy  thought  energy  adaptive capacity  system dynamics physical-science-and-engineering environmental-science-and-sustainability
Introduction to Blockchain Technologies,INSEAD,Intermediate,4.7,https://www.coursera.org/learn/introduction-blockchain-technologies,"In this first course of the specialization, we will discuss the limitations of the Internet for business and economic activity, and explain how blockchain technology represents the way forward.",peer-to-peer  smart contract  proof-of-work system  cryptocurrency  bitcoin  public-key cryptography  BlockChain  bitcoin network  ethereum  Cryptography business business-essentials
Create basic behavior with C# in Unity,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/create-basic-behavior-csharp-unity,"In this 1-hour, project-based course, you will create a simple game environment and a handful of simple blocks of code called components and attach them to game-objects in various configurations.",c++  Software Engineering  block code  modifier key  component diagram  c sharp (programming language)  project  soft key  basic block  unit type computer-science software-development
Action-Driven Business Plan: From the Classroom to the World,Technion - Israel Institute of Technology,Beginner,4.9,https://www.coursera.org/learn/startup-entrepreneurship-capstone,"""Action-Driven Business Plan: From the Classroom to the World"" is a capstone project, that requires you, our learner, to pull together all you will have learned in the three courses that comprise the ""Startup Entrepreneurship"" Specialization.",business process  project planning  product differentiation  project  Planning  Market Research  Creativity  money flow index  business plan  project plan business entrepreneurship
Procurement Negotiation,Rutgers the State University of New Jersey,Beginner,4.9,https://www.coursera.org/learn/procurement-negotiation,This course will teach you the necessary negotiation skills to be successful.,Procurement  supply chain management  Planning  purchasing management  Strategic Sourcing  category management  supply chain  Negotiation  Contract Management  Procurement Negotiations business leadership-and-management
Population Health: Governance,Universiteit Leiden,Advanced,4.8,https://www.coursera.org/learn/population-health-governance,"How can we organise care in such a way that we optimize experience, quality and costs? What type of governance is needed? And how should healthcare organisations collaborate?  These are central questions in this course.",coping with  behavior  Network Analysis  organizational structure  social network analysis  performance  partnership  Culture  Strategy  health care business leadership-and-management
Open Source Software Development Methods,The Linux Foundation,Intermediate,4.5,https://www.coursera.org/learn/open-source-software-development-methods,"In this course, we will define what open source software is, we will go over the history of open source software and what benefits it has provided to the worlds technology infrastructure over the decades.",project  Leadership and Management  leadership  software  open source  github  ethics  Software Engineering  Continuous Integration  sources computer-science software-development
Understanding Korean Politics,Yonsei University,Intermediate,4.8,https://www.coursera.org/learn/understanding-korean-politics,"This course will select six most outstanding issues in contemporary Korean politics and will engage in an in-depth, interactive inquiry of those issue.",Economics  political science  financial crisis  international relations  Determinants  constitution  korean language  historical linguistics  ordered pair  crisis social-sciences governance-and-society
3D CAD Application,National Taiwan University,Advanced,4.9,https://www.coursera.org/learn/3d-cad-application,"Do you want to obtain all the necessary skills of a 3D modeler? Do you want to know how an engineer develop a building model in details? The 3D CAD Application course, the second course of the new specialization, is coming!  After finishing this course: You will be able to know how to use the SketchUps Advanced functions by creating 3D building models.",house plan  wall  building information modeling  autocad  computer-aided design  3d modeling  autodesk 3ds max  beam robotics  Civil Engineering  sketchup physical-science-and-engineering mechanical-engineering
Command Line Tools for Genomic Data Science,Johns Hopkins University,Intermediate,3.9,https://www.coursera.org/learn/genomic-tools,"Introduces to the commands that you need to manage and analyze directories, files, and large sets of genomic data.",computational biology  genomics  presentation  Biostatistics  unix  analysis  molecular biology  genetics  command-line interface  Bioinformatics data-science data-analysis
Healthcare Delivery Providers,University of Minnesota,Intermediate,4.6,https://www.coursera.org/learn/healthcare-delivery-providers,Welcome to the exciting world of Healthcare Delivery Providers!  This second course in the Healthcare Marketplace Specialization will help you understand the various providers of healthcare across the U.,experience  Healthcare Delivery Systems  physicians  physician  Regulatory Affairs  primary care physician  Payments  patient  accountable care organization  Specialty Care business finance
Emotion AI: Facial Key-points Detection,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/facial-key-point-detection,"In this 1-hour long project-based course, you will be able to: - Understand the theory and intuition behind Deep Learning, Convolutional Neural Networks (CNNs) and Residual Neural Networks.",Machine Learning  Training  emotions  project  Deep Learning  Tensorflow  network performance  facial  Computer Vision  Convolutional Neural Network data-science machine-learning
Getting Started with Cascading Style Sheet,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/getting-started-cascading-style-sheet,In this 1.,web  HTML5  CSS  html  ordered pair  Style Sheets  Operating Systems  Web Development  Graphic Design  Javascript computer-science mobile-and-web-development
C++ Decision Programming,Coursera Project Network,Conversant,Not Calibrated,https://www.coursera.org/learn/cpp-decision-programming,In this project you will create an application that yields a zodiac sign based on an input of birth month and day.,process  Computer Programming  sign  nest  Switches  project  evaluation  ordered pair  Integral  digital signature computer-science software-development
"Remote Sensing Image Acquisition, Analysis and Applications",UNSW Sydney (The University of New South Wales),Advanced,Not Calibrated,https://www.coursera.org/learn/remote-sensing,"Welcome to Remote Sensing Image Acquisition, Analysis and Applications, in which we explore the nature of imaging the earth's surface from space or from airborne vehicles.",likelihood function  Support Vector Machine  maximum likelihood estimation  cross-site request forgery  Convolutional Neural Network  thematic map  systems engineering  remote sensing  Principal Component Analysis  Engineering Activities physical-science-and-engineering electrical-engineering
"Algorithms, Part I",Princeton University,Beginner,4.8,https://www.coursera.org/learn/algorithms-part1,"This course covers the essential information that every serious programmer needs to know about algorithms and data structures, with emphasis on applications and scientific performance analysis of Java implementations.",Data Structures  Java Programming  search tree  java (software platform)  sorting algorithm  algorithmics  Algorithms  Computer Programming  sorting  priority queue computer-science algorithms
Understanding Memory: Explaining the Psychology of Memory through Movies,Wesleyan University,Beginner,4.7,https://www.coursera.org/learn/memory-and-movies,Welcome to Understanding Memory.,film  disease  psychologies  process  Human Learning  dementia  memory processes  memory  euler's totient function  ageing life-sciences psychology
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)",Columbia University,Beginner,4.6,https://www.coursera.org/learn/hi-five-clinical,"HI-FIVE (Health Informatics For Innovation, Value & Enrichment) Training is a 12-hour online course designed by Columbia University in 2016, with sponsorship from the Office of the National Coordinator for Health Information Technology (ONC).",value-based pricing  medicine  fee-for-service  nurse practitioner  informatics  telehealth  health information technology  patient  health informatics  public health life-sciences health-informatics
Build local development environments using Docker containers,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/build-local-development-environments-using-docker-containers,"By the end of this project, you will create two independent and replicable local development environments for two servers and make them communicate with each other, avoiding terminal hell, issues with dependencies, and automating the process of setting up a fresh setup of your projects.",Web Development  deployment environment  Kubernetes  Software Engineering  running  docker (software)  c++  Python Programming  web  project information-technology support-and-operations
Science & Religion 101,University of Alberta,Not Calibrated,4.5,https://www.coursera.org/learn/science-and-religion-101,This course examines the nature of both science and religion and attempts to explore the possible relationships between them.,astronomy  dichotomy  hermeneutics  evolutionary creation  evolution  bible  historiography  religion  biological evolution  faith arts-and-humanities philosophy
Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,The University of Edinburgh,Beginner,4.6,https://www.coursera.org/learn/philosophy-physical-sciences,"What is the origin of our universe? What are dark matter and dark energy?  This is the first part of the course 'Philosophy and the Sciences', dedicated to Philosophy of the Physical Sciences.",political science  parapsychology  physics  observational astronomy  verse protocol  energy  philosophy of mind  astronomy  scientific method  philosophy arts-and-humanities philosophy
After the Arab Spring  Democratic Aspirations and State Failure,University of Copenhagen,Beginner,4.7,https://www.coursera.org/learn/after-the-arab-spring,"Learn why the hope and excitement of the Arab Spring is gone, why so many Arab states are falling apart, why the youth are so frustrated, why there are so many refugees, and what can be done about it.",cognitive dissonance  government budget balance  economy  fear  Economics  political science  international relations  evaluation  middle east  guided democracy social-sciences governance-and-society
Structured Query Language (SQL) using SAS,SAS,Advanced,5,https://www.coursera.org/learn/sas-sql,"Course Description In this course, you learn about Structured Query Language (SQL) and how it can be used in SAS programs to create reports and query your data.",join (sql)  having (sql)  SQL  pro*c  Rowing  null coalescing operator  Databases  macro (computer science)  order by  modulo operation data-science data-analysis
Introduction to Calculus,The University of Sydney,Beginner,4.8,https://www.coursera.org/learn/introduction-to-calculus,"The focus and themes of the Introduction to Calculus course address the most important foundations for applications of mathematics in science, engineering and commerce.",Integral  derivative  integral calculus  adaptive grammar  Calculus  explicit substitution  lambda calculus  ?-calculus  Differential Calculus  Mathematics math-and-logic math-and-logic
The Outcomes and Interventions of Health Informatics,Johns Hopkins University,Beginner,4.6,https://www.coursera.org/learn/the-outcomes-and-interventions-of-health-informatics,"For clinical data science to be effective in healthcareto achieve the outcomes desiredit must translate into decision support of some sort, either at the patient, clinician, or manager level.",evaluation  usability  health informatics  decision aids  list (abstract data type)  biomedical engineering  key frame  decision support system  gleaning  Decision Making life-sciences health-informatics
"Data Collection: Online, Telephone and Face-to-face",University of Michigan,Beginner,4.6,https://www.coursera.org/learn/data-collection-methods,This course presents research conducted to increase our understanding of how data collection decisions affect survey errors.,survey data collection  web  survey methodology  mobile web  interview  self-administration  alternative data  Survey Design  respondent  Survey Research life-sciences psychology
Build a mobile app with Google Sheets on Glide and no coding,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/build-a-mobile-app-with-google-sheets-on-glide-and-no-coding,"In this 2-hour long project-based course, you will learn how to create a mobile app from a Google Sheet using Glide, a web application built by former Microsoft engineers to simplify app development.",Accounting  blogging  mobile app  page layout  Data Structures  project  dynamic web page  Digital Marketing  personalization  entry point computer-science software-development
Machine Learning Rapid Prototyping with IBM Watson Studio,IBM,Advanced,5,https://www.coursera.org/learn/ibm-rapid-prototyping-watson-studio-autoai,"An emerging trend in AI is the availability of technologies in which automation is used to select a best-fit model, perform feature engineering and improve model performance via hyperparameter optimization.",software prototyping  virtual prototyping  ansys  Model Optimization  Machine Learning  pido  rapid prototyping  evosuite  testbed  manual testing data-science machine-learning
Autodesk Certified Professional: Revit for Structural Design Exam Prep,Autodesk,Intermediate,4.7,https://www.coursera.org/learn/autodesk-revit-for-structural-design-exam-prep,Prove to potential employers that youre up to the task by becoming an Autodesk Certified Professional.,Autodesk  autodesk revit architecture  architecture  autocad architecture  p-rep  building information modeling  autocad  Construction Management  Civil Engineering  test preparation physical-science-and-engineering mechanical-engineering
From the Big Bang to Dark Energy,The University of Tokyo,Beginner,4.8,https://www.coursera.org/learn/big-bang,We have learned a lot recently about how the Universe evolved in 13.,theory of relativity  energy  thought  verse protocol  inflation  tailored access operations  physics  astronomy  quantum mechanics  Human Learning physical-science-and-engineering physics-and-astronomy
Getting Started with Go,"University of California, Irvine",Intermediate,4.5,https://www.coursera.org/learn/golang-getting-started,"Learn the basics of Go, an open source programming language originally developed by a team at Google and enhanced by many contributors from the open source community.",record (computer science)  language  structured text  go (programming language)  c++  garbage collection (computer science)  numbers (spreadsheet)  go! (programming language)  Computer Programming  subroutine computer-science software-development
MOS Transistors,Columbia University,Advanced,4.6,https://www.coursera.org/learn/mosfet,"PLEASE NOTE: This version of the course has been formed from an earlier version, which was actively run by the instructor and his teaching assistants.",electronic circuit simulation  noise  electronics  Operations Management  c dynamic memory allocation  simulation  Electrical Engineering  Digital Circuit Design  Circuit Design  Analog Circuit Design physical-science-and-engineering electrical-engineering
"Networks: Friends, Money, and Bytes",Princeton University,Advanced,4.7,https://www.coursera.org/learn/friends-money-bytes,You pick up your iPhone while waiting in line at a coffee shop.,internet  social network  throughput  power control  network congestion  wi-fi  pagerank  cellular network  flat rate  auctions computer-science computer-security-and-networks
Clustering Geolocation Data Intelligently in Python,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/clustering-geolocation-data-intelligently-python,In this 1.,analysis  hindley milner type system  Outlier  data clustering algorithms  fuzzy logic  Computer Programming  Python Programming  Algorithms  dbscan  cluster analysis data-science machine-learning
FPGA Softcore Processors and IP Acquisition,University of Colorado Boulder,Advanced,4.3,https://www.coursera.org/learn/fpga-softcore-proccessors-ip,This course will introduce you to all aspects of development of Soft Processors and Intellectual Property (IP) in FPGA design.,recursively enumerable set  verification and validation  Electrical Engineering  Logic Analyzers  interfaces  Hardware Design  Verilog  java annotation  software  Systems Design physical-science-and-engineering electrical-engineering
Excel Skills for Business: Essentials,Macquarie University,Beginner,4.9,https://www.coursera.org/learn/excel-essentials,"In this first course of the specialization Excel Skills for Business, you will learn the essentials of Microsoft Excel.",Data Analysis  Microsoft Excel  keyboard shortcut  spreadsheet  page layout  Leadership and Management  sorting  Chart  Pie Chart  analysis business business-essentials
The Beauty of Kunqu Opera,The Chinese University of Hong Kong,Not Calibrated,4.8,https://www.coursera.org/learn/kunqu-opera,"This course will focus on the historical and cultural background, literary aesthetics, music, and performance of Kunqu, Chinas classical opera.",Art History  Poetry Writing  music  subtyping  facial  chinese language  female  art  monk  male arts-and-humanities music-and-art
The Impact of Technology,EIT Digital,Advanced,4.6,https://www.coursera.org/learn/impact-of-technology,"In this course you will learn how to use theories and methods to make predictions of the potential impact of new technology  in general, as well as for a specific application.",hype cycle  partnership  Digital Marketing  process  Innovation  diffusion of innovations  modeling  stakeholder analysis  strategic management  value network business entrepreneurship
Lesson | Organize Your Pitch,Georgia Institute of Technology,Not Calibrated,4.4,https://www.coursera.org/learn/lesson-organize-your-pitch,"This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone.",main lesson  audience  learning how to learn  presentation  monroe's motivated sequence  lecture  Sales  objective-c  organizing (management)  object lesson language-learning learning-english
Process Mining: Data science in Action,Eindhoven University of Technology,Beginner,4.8,https://www.coursera.org/learn/process-mining,Process mining is the missing link between model-based process analysis and data-oriented analysis techniques.,process modeling  business process  Process Mining  process  modeling  netting  petri net  conformance checking  Data Mining  Algorithms data-science data-analysis
Healthcare Marketplace Capstone,University of Minnesota,Beginner,4.7,https://www.coursera.org/learn/healthcare-marketplace-capstone,"In the Healthcare Marketplace specialization capstone course, key skills are engendered from the four prior courses to create an original medical innovation valuation.",Regulatory Affairs  Writing  analysis  drugs  Market Analysis  rate of return  discrimination  Critical Thinking  chief executive officer  Innovation business finance
Tools for Data Science,IBM,Beginner,4.4,https://www.coursera.org/learn/open-source-tools-for-data-science,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, RStudio IDE, Apache Zeppelin and Data Science Experience.",sources  Computer Programming  Cloud Computing  ipython  Apache  IBM Cloud  rstudio  programming tool  Python Programming  open source data-science data-analysis
"Extinctions: Past, Present, & Future",Emory University,Beginner,4.8,https://www.coursera.org/learn/extinctions-past-present-and-future,"This course introduces you to the five mass extinctions of the pre-human past, their causes and significance to the history of life on earth, and the current mass extinction happening during our time.",geologic record  evolution  climate change  biodiversity  paleontology  extinction events  species  Geology  biological anthropology  extinction event physical-science-and-engineering environmental-science-and-sustainability
3D Graphics in Android: Sensors and VR,Imperial College London,Beginner,4.6,https://www.coursera.org/learn/3d-graphics-android-sensors-vr,This course is an ideal introduction into creating virtual environments in Android.,framebuffer  Virtual Reality  Android Development  interactivity  phong shading  Mobile Development  immersion (virtual reality)  recursively enumerable set  phong reflection model  3d computer graphics computer-science mobile-and-web-development
Easing the Transition to GIMP for Photoshop Users,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/transition-to-gimp-for-photoshop-users,"In this project, you learn about setting up GIMP to work more like Photoshop.",dialog box  file shortcut  adobe photoshop  project mine  html  matching  keyboard shortcut  Machine Learning  poster  project computer-science design-and-product
Machine Learning for Data Analysis,Wesleyan University,Intermediate,4.2,https://www.coursera.org/learn/machine-learning-data-analysis,"Are you interested in predicting future outcomes using your data? This course helps you do just that! Machine learning is the process of developing, testing, and applying predictive algorithms to achieve this goal.",Algorithms  Data Analysis  numbers (spreadsheet)  evaluation  Machine Learning  Regression  Dependent And Independent Variables  Human Learning  Regression Analysis  decision tree data-science machine-learning
Interaction Design Capstone Project,University of California San Diego,Advanced,4.1,https://www.coursera.org/learn/interaction-design-capstone,"Apply the skills you learned during the sequence of courses -- from needfinding to visual design -- as you redesign a new interface, service, or product for your Interaction Design Capstone Project.",User Research  storyboarding  Human Computer Interaction  interaction design  User Experience  rapid prototyping  user interface  paper prototyping  usability  heuristic evaluation computer-science design-and-product
